product,date,country,store,num sold
Sticker,9/16/2015,Norway,KaggleRama,259
Mug,9/16/2015,Sweden,KaggleMart,198
Hat,9/16/2015,Sweden,KaggleMart,273
Sticker,9/16/2015,Sweden,KaggleMart,102
Mug,9/16/2015,Sweden,KaggleRama,346
Sticker,9/16/2015,Sweden,KaggleRama,168
Mug,9/17/2015,Finland,KaggleMart,148
Hat,9/17/2015,Finland,KaggleMart,232
Sticker,9/17/2015,Finland,KaggleMart,70
Mug,9/17/2015,Finland,KaggleRama,265
Hat,9/17/2015,Finland,KaggleRama,403
Mug,9/17/2015,Norway,KaggleMart,305
Hat,9/17/2015,Norway,KaggleMart,390
Sticker,9/17/2015,Norway,KaggleMart,148
Mug,9/17/2015,Norway,KaggleRama,473
Hat,9/17/2015,Norway,KaggleRama,675
Sticker,9/17/2015,Norway,KaggleRama,252
Mug,9/17/2015,Sweden,KaggleMart,185
Hat,9/17/2015,Sweden,KaggleMart,262
Sticker,9/17/2015,Sweden,KaggleMart,103
Mug,9/17/2015,Sweden,KaggleRama,316
Hat,9/17/2015,Sweden,KaggleRama,529
Sticker,9/17/2015,Sweden,KaggleRama,175
Hat,9/18/2015,Finland,KaggleMart,259
Sticker,9/18/2015,Finland,KaggleMart,84
Hat,9/18/2015,Finland,KaggleRama,381
Sticker,9/18/2015,Finland,KaggleRama,151
Hat,9/18/2015,Norway,KaggleMart,429
Sticker,9/18/2015,Norway,KaggleMart,153
Hat,9/18/2015,Norway,KaggleRama,693
Sticker,9/18/2015,Norway,KaggleRama,247
Mug,9/18/2015,Sweden,KaggleMart,212
Sticker,9/18/2015,Sweden,KaggleMart,106
Mug,9/18/2015,Sweden,KaggleRama,329
Hat,9/18/2015,Sweden,KaggleRama,530
Sticker,9/18/2015,Sweden,KaggleRama,189
Mug,9/19/2015,Finland,KaggleMart,184
Hat,9/19/2015,Finland,KaggleMart,278
Sticker,9/19/2015,Finland,KaggleMart,107
Mug,9/19/2015,Finland,KaggleRama,367
Sticker,9/19/2015,Finland,KaggleRama,183
Mug,9/19/2015,Norway,KaggleMart,350
Hat,9/19/2015,Norway,KaggleMart,510
Sticker,9/19/2015,Norway,KaggleMart,189
Mug,9/19/2015,Norway,KaggleRama,587
Mug,9/19/2015,Sweden,KaggleMart,244
Hat,9/19/2015,Sweden,KaggleMart,334
Sticker,9/19/2015,Sweden,KaggleMart,139
Mug,9/19/2015,Sweden,KaggleRama,419
Hat,9/19/2015,Sweden,KaggleRama,625
Sticker,9/19/2015,Sweden,KaggleRama,209
Hat,9/20/2015,Finland,KaggleMart,307
Sticker,9/20/2015,Finland,KaggleMart,108
Mug,9/20/2015,Finland,KaggleRama,355
Hat,9/20/2015,Finland,KaggleRama,497
Sticker,9/20/2015,Finland,KaggleRama,193
Mug,9/20/2015,Norway,KaggleMart,330
Hat,9/20/2015,Norway,KaggleMart,546
Mug,9/20/2015,Norway,KaggleRama,596
Sticker,9/20/2015,Norway,KaggleRama,322
Mug,9/20/2015,Sweden,KaggleMart,240
Hat,9/20/2015,Sweden,KaggleMart,349
Sticker,9/20/2015,Sweden,KaggleMart,129
Mug,9/20/2015,Sweden,KaggleRama,396
Hat,9/20/2015,Sweden,KaggleRama,587
Mug,9/21/2015,Finland,KaggleMart,164
Sticker,9/21/2015,Finland,KaggleMart,89
Hat,9/21/2015,Finland,KaggleRama,408
Sticker,9/21/2015,Finland,KaggleRama,154
Mug,9/21/2015,Norway,KaggleMart,287
Hat,9/21/2015,Norway,KaggleMart,390
Sticker,9/21/2015,Norway,KaggleMart,151
Mug,9/21/2015,Norway,KaggleRama,493
Sticker,9/21/2015,Norway,KaggleRama,268
Mug,9/21/2015,Sweden,KaggleMart,195
Hat,9/21/2015,Sweden,KaggleMart,257
Sticker,9/21/2015,Sweden,KaggleMart,90
Mug,9/21/2015,Sweden,KaggleRama,337
Sticker,9/21/2015,Sweden,KaggleRama,188
Mug,9/22/2015,Finland,KaggleMart,159
Hat,9/22/2015,Finland,KaggleMart,213
Sticker,9/22/2015,Finland,KaggleMart,78
Mug,9/22/2015,Finland,KaggleRama,286
Mug,9/22/2015,Norway,KaggleMart,301
Sticker,9/22/2015,Norway,KaggleMart,146
Mug,9/22/2015,Norway,KaggleRama,508
Hat,9/22/2015,Norway,KaggleRama,674
Sticker,9/22/2015,Norway,KaggleRama,256
Mug,9/22/2015,Sweden,KaggleMart,183
Hat,9/22/2015,Sweden,KaggleMart,271
Sticker,9/22/2015,Sweden,KaggleMart,94
Mug,9/22/2015,Sweden,KaggleRama,341
Hat,9/22/2015,Sweden,KaggleRama,477
Mug,9/23/2015,Finland,KaggleMart,159
Hat,9/23/2015,Finland,KaggleMart,240
Sticker,9/23/2015,Finland,KaggleMart,82
Hat,9/23/2015,Finland,KaggleRama,430
Sticker,9/23/2015,Finland,KaggleRama,159
Mug,9/23/2015,Norway,KaggleMart,288
Hat,9/23/2015,Norway,KaggleMart,398
Sticker,9/23/2015,Norway,KaggleMart,154
Mug,9/23/2015,Norway,KaggleRama,470
Hat,9/23/2015,Norway,KaggleRama,721
Sticker,9/23/2015,Norway,KaggleRama,263
Mug,9/23/2015,Sweden,KaggleMart,182
Hat,9/23/2015,Sweden,KaggleMart,280
Sticker,9/23/2015,Sweden,KaggleMart,98
Hat,9/23/2015,Sweden,KaggleRama,506
Mug,9/24/2015,Finland,KaggleMart,153
Hat,9/24/2015,Finland,KaggleMart,222
Sticker,9/24/2015,Finland,KaggleMart,82
Hat,9/24/2015,Finland,KaggleRama,441
Mug,9/24/2015,Norway,KaggleMart,297
Hat,9/24/2015,Norway,KaggleMart,358
Hat,9/24/2015,Norway,KaggleRama,684
Sticker,9/24/2015,Norway,KaggleRama,250
Mug,9/24/2015,Sweden,KaggleMart,199
Hat,9/24/2015,Sweden,KaggleMart,301
Sticker,9/24/2015,Sweden,KaggleMart,111
Mug,9/24/2015,Sweden,KaggleRama,328
Sticker,9/24/2015,Sweden,KaggleRama,169
Mug,9/25/2015,Finland,KaggleMart,173
Hat,9/25/2015,Finland,KaggleMart,243
Sticker,9/25/2015,Finland,KaggleMart,86
Mug,9/25/2015,Finland,KaggleRama,300
Hat,9/25/2015,Finland,KaggleRama,398
Sticker,9/25/2015,Finland,KaggleRama,147
Mug,9/25/2015,Norway,KaggleMart,302
Hat,9/25/2015,Norway,KaggleMart,401
Sticker,9/25/2015,Norway,KaggleMart,151
Mug,9/25/2015,Norway,KaggleRama,532
Sticker,9/25/2015,Norway,KaggleRama,249
Mug,9/25/2015,Sweden,KaggleMart,195
Sticker,9/25/2015,Sweden,KaggleMart,112
Mug,9/25/2015,Sweden,KaggleRama,377
Hat,9/25/2015,Sweden,KaggleRama,446
Sticker,9/25/2015,Sweden,KaggleRama,189
Mug,9/26/2015,Finland,KaggleMart,202
Hat,9/26/2015,Finland,KaggleMart,277
Sticker,9/26/2015,Finland,KaggleMart,110
Mug,9/26/2015,Finland,KaggleRama,361
Hat,9/26/2015,Finland,KaggleRama,487
Mug,9/26/2015,Norway,KaggleMart,334
Hat,9/26/2015,Norway,KaggleMart,500
Sticker,9/26/2015,Norway,KaggleMart,177
Mug,9/26/2015,Norway,KaggleRama,592
Hat,9/26/2015,Norway,KaggleRama,844
Sticker,9/26/2015,Norway,KaggleRama,279
Hat,9/26/2015,Sweden,KaggleMart,334
Sticker,9/26/2015,Sweden,KaggleMart,119
Mug,9/26/2015,Sweden,KaggleRama,419
Hat,9/26/2015,Sweden,KaggleRama,574
Sticker,9/26/2015,Sweden,KaggleRama,221
Mug,9/27/2015,Finland,KaggleMart,219
Hat,9/27/2015,Finland,KaggleMart,288
Sticker,9/27/2015,Finland,KaggleMart,109
Mug,9/27/2015,Finland,KaggleRama,329
Sticker,9/27/2015,Finland,KaggleRama,171
Hat,9/27/2015,Norway,KaggleMart,494
Sticker,9/27/2015,Norway,KaggleMart,193
Mug,9/27/2015,Norway,KaggleRama,625
Sticker,9/27/2015,Norway,KaggleRama,299
Mug,9/27/2015,Sweden,KaggleMart,257
Hat,9/27/2015,Sweden,KaggleMart,335
Sticker,9/27/2015,Sweden,KaggleMart,129
Mug,9/27/2015,Sweden,KaggleRama,407
Hat,9/27/2015,Sweden,KaggleRama,573
Mug,9/28/2015,Finland,KaggleMart,159
Sticker,9/28/2015,Finland,KaggleMart,75
Mug,9/28/2015,Finland,KaggleRama,291
Hat,9/28/2015,Finland,KaggleRama,386
Sticker,9/28/2015,Finland,KaggleRama,137
Mug,9/28/2015,Norway,KaggleMart,268
Sticker,9/28/2015,Norway,KaggleMart,144
Mug,9/28/2015,Norway,KaggleRama,472
Sticker,9/28/2015,Norway,KaggleRama,264
Mug,9/28/2015,Sweden,KaggleMart,189
Hat,9/28/2015,Sweden,KaggleMart,272
Mug,9/28/2015,Sweden,KaggleRama,325
Hat,9/28/2015,Sweden,KaggleRama,474
Sticker,9/28/2015,Sweden,KaggleRama,165
Mug,9/29/2015,Finland,KaggleMart,172
Hat,9/29/2015,Finland,KaggleMart,219
Sticker,9/29/2015,Finland,KaggleMart,83
Mug,9/29/2015,Finland,KaggleRama,292
Hat,9/29/2015,Finland,KaggleRama,378
Mug,9/29/2015,Norway,KaggleMart,273
Hat,9/29/2015,Norway,KaggleMart,369
Sticker,9/29/2015,Norway,KaggleMart,148
Mug,9/29/2015,Norway,KaggleRama,463
Hat,9/29/2015,Norway,KaggleRama,693
Sticker,9/29/2015,Norway,KaggleRama,260
Hat,9/29/2015,Sweden,KaggleMart,265
Mug,9/29/2015,Sweden,KaggleRama,360
Hat,9/29/2015,Sweden,KaggleRama,506
Sticker,9/29/2015,Sweden,KaggleRama,171
Hat,9/30/2015,Finland,KaggleMart,230
Sticker,9/30/2015,Finland,KaggleMart,82
Sticker,9/30/2015,Finland,KaggleRama,152
Mug,9/30/2015,Norway,KaggleMart,272
Hat,9/30/2015,Norway,KaggleMart,385
Sticker,9/30/2015,Norway,KaggleMart,139
Hat,9/30/2015,Norway,KaggleRama,716
Sticker,9/30/2015,Norway,KaggleRama,255
Mug,9/30/2015,Sweden,KaggleMart,185
Hat,9/30/2015,Sweden,KaggleMart,307
Mug,9/30/2015,Sweden,KaggleRama,355
Hat,9/30/2015,Sweden,KaggleRama,468
Mug,10/1/2015,Finland,KaggleMart,166
Hat,10/1/2015,Finland,KaggleMart,221
Sticker,10/1/2015,Finland,KaggleMart,78
Mug,10/1/2015,Finland,KaggleRama,276
Hat,10/1/2015,Finland,KaggleRama,354
Sticker,10/1/2015,Finland,KaggleRama,157
Mug,10/1/2015,Norway,KaggleMart,282
Sticker,10/1/2015,Norway,KaggleMart,156
Mug,10/1/2015,Norway,KaggleRama,531
Hat,10/1/2015,Norway,KaggleRama,726
Sticker,10/1/2015,Norway,KaggleRama,242
Mug,10/1/2015,Sweden,KaggleMart,199
Hat,10/1/2015,Sweden,KaggleMart,277
Sticker,10/1/2015,Sweden,KaggleMart,96
Mug,10/1/2015,Sweden,KaggleRama,313
Hat,10/1/2015,Sweden,KaggleRama,464
Sticker,10/1/2015,Sweden,KaggleRama,180
Mug,10/2/2015,Finland,KaggleMart,156
Hat,10/2/2015,Finland,KaggleMart,219
Sticker,10/2/2015,Finland,KaggleMart,87
Mug,10/2/2015,Finland,KaggleRama,306
Hat,10/2/2015,Finland,KaggleRama,392
Sticker,10/2/2015,Finland,KaggleRama,153
Hat,10/2/2015,Norway,KaggleMart,394
Mug,10/2/2015,Norway,KaggleRama,499
Hat,10/2/2015,Norway,KaggleRama,634
Sticker,10/2/2015,Norway,KaggleRama,249
Mug,10/2/2015,Sweden,KaggleMart,203
Hat,10/2/2015,Sweden,KaggleMart,286
Mug,10/2/2015,Sweden,KaggleRama,367
Hat,10/2/2015,Sweden,KaggleRama,532
Sticker,10/2/2015,Sweden,KaggleRama,191
Mug,10/3/2015,Finland,KaggleMart,213
Sticker,10/3/2015,Finland,KaggleMart,105
Mug,10/3/2015,Finland,KaggleRama,354
Hat,10/3/2015,Finland,KaggleRama,498
Sticker,10/3/2015,Finland,KaggleRama,176
Mug,10/3/2015,Norway,KaggleMart,355
Sticker,10/3/2015,Norway,KaggleMart,175
Mug,10/3/2015,Norway,KaggleRama,624
Hat,10/3/2015,Norway,KaggleRama,865
Sticker,10/3/2015,Norway,KaggleRama,315
Mug,10/3/2015,Sweden,KaggleMart,248
Hat,10/3/2015,Sweden,KaggleMart,359
Sticker,10/3/2015,Sweden,KaggleMart,129
Mug,10/3/2015,Sweden,KaggleRama,407
Hat,10/3/2015,Sweden,KaggleRama,520
Sticker,10/3/2015,Sweden,KaggleRama,217
Mug,10/4/2015,Finland,KaggleMart,235
Hat,10/4/2015,Finland,KaggleMart,254
Sticker,10/4/2015,Finland,KaggleMart,99
Mug,10/4/2015,Finland,KaggleRama,390
Hat,10/4/2015,Finland,KaggleRama,505
Sticker,10/4/2015,Finland,KaggleRama,200
Mug,10/4/2015,Norway,KaggleMart,342
Hat,10/4/2015,Norway,KaggleMart,509
Sticker,10/4/2015,Norway,KaggleMart,183
Mug,10/4/2015,Norway,KaggleRama,602
Hat,10/4/2015,Norway,KaggleRama,913
Mug,10/4/2015,Sweden,KaggleMart,235
Hat,10/4/2015,Sweden,KaggleMart,329
Sticker,10/4/2015,Sweden,KaggleMart,127
Mug,10/4/2015,Sweden,KaggleRama,441
Hat,10/4/2015,Sweden,KaggleRama,580
Sticker,10/4/2015,Sweden,KaggleRama,221
Mug,10/5/2015,Finland,KaggleMart,153
Hat,10/5/2015,Finland,KaggleRama,430
Sticker,10/5/2015,Finland,KaggleRama,134
Mug,10/5/2015,Norway,KaggleMart,294
Hat,10/5/2015,Norway,KaggleMart,382
Sticker,10/5/2015,Norway,KaggleMart,153
Sticker,10/5/2015,Norway,KaggleRama,254
Mug,10/5/2015,Sweden,KaggleMart,207
Hat,10/5/2015,Sweden,KaggleMart,280
Sticker,10/5/2015,Sweden,KaggleMart,98
Mug,10/5/2015,Sweden,KaggleRama,364
Hat,10/5/2015,Sweden,KaggleRama,480
Sticker,10/5/2015,Sweden,KaggleRama,180
Mug,10/6/2015,Finland,KaggleMart,166
Hat,10/6/2015,Finland,KaggleMart,220
Sticker,10/6/2015,Finland,KaggleMart,76
Mug,10/6/2015,Finland,KaggleRama,258
Sticker,10/6/2015,Finland,KaggleRama,151
Mug,10/6/2015,Norway,KaggleMart,283
Hat,10/6/2015,Norway,KaggleMart,385
Sticker,10/6/2015,Norway,KaggleMart,146
Mug,10/6/2015,Norway,KaggleRama,479
Hat,10/6/2015,Norway,KaggleRama,725
Mug,10/6/2015,Sweden,KaggleMart,179
Hat,10/6/2015,Sweden,KaggleMart,271
Sticker,10/6/2015,Sweden,KaggleMart,97
Mug,10/6/2015,Sweden,KaggleRama,361
Sticker,10/6/2015,Sweden,KaggleRama,168
Mug,10/7/2015,Finland,KaggleMart,151
Hat,10/7/2015,Finland,KaggleMart,228
Sticker,10/7/2015,Finland,KaggleMart,87
Mug,10/7/2015,Finland,KaggleRama,255
Hat,10/7/2015,Finland,KaggleRama,393
Sticker,10/7/2015,Finland,KaggleRama,146
Sticker,10/7/2015,Norway,KaggleMart,145
Hat,10/7/2015,Norway,KaggleRama,660
Sticker,10/7/2015,Norway,KaggleRama,236
Mug,10/7/2015,Sweden,KaggleMart,207
Hat,10/7/2015,Sweden,KaggleMart,271
Sticker,10/7/2015,Sweden,KaggleMart,94
Mug,10/7/2015,Sweden,KaggleRama,370
Sticker,10/7/2015,Sweden,KaggleRama,168
Mug,10/8/2015,Finland,KaggleMart,167
Hat,10/8/2015,Finland,KaggleMart,230
Sticker,10/8/2015,Finland,KaggleMart,85
Mug,10/8/2015,Finland,KaggleRama,285
Hat,10/8/2015,Finland,KaggleRama,364
Mug,10/8/2015,Norway,KaggleMart,300
Hat,10/8/2015,Norway,KaggleMart,410
Hat,10/8/2015,Norway,KaggleRama,720
Sticker,10/8/2015,Norway,KaggleRama,258
Mug,10/8/2015,Sweden,KaggleMart,186
Hat,10/8/2015,Sweden,KaggleMart,264
Sticker,10/8/2015,Sweden,KaggleMart,103
Mug,10/8/2015,Sweden,KaggleRama,330
Hat,10/8/2015,Sweden,KaggleRama,463
Mug,10/9/2015,Finland,KaggleMart,177
Hat,10/9/2015,Finland,KaggleMart,229
Sticker,10/9/2015,Finland,KaggleMart,91
Mug,10/9/2015,Finland,KaggleRama,306
Sticker,10/9/2015,Finland,KaggleRama,149
Hat,10/9/2015,Norway,KaggleMart,377
Sticker,10/9/2015,Norway,KaggleMart,146
Mug,10/9/2015,Norway,KaggleRama,514
Sticker,10/9/2015,Norway,KaggleRama,276
Sticker,10/9/2015,Sweden,KaggleMart,103
Mug,10/9/2015,Sweden,KaggleRama,360
Hat,10/9/2015,Sweden,KaggleRama,552
Sticker,10/9/2015,Sweden,KaggleRama,174
Mug,10/10/2015,Finland,KaggleMart,189
Hat,10/10/2015,Finland,KaggleMart,269
Sticker,10/10/2015,Finland,KaggleMart,97
Mug,10/10/2015,Finland,KaggleRama,360
Sticker,10/10/2015,Finland,KaggleRama,192
Mug,10/10/2015,Norway,KaggleMart,378
Hat,10/10/2015,Norway,KaggleMart,485
Sticker,10/10/2015,Norway,KaggleMart,197
Mug,10/10/2015,Norway,KaggleRama,685
Hat,10/10/2015,Norway,KaggleRama,881
Sticker,10/10/2015,Norway,KaggleRama,317
Mug,10/10/2015,Sweden,KaggleMart,253
Hat,10/10/2015,Sweden,KaggleMart,342
Sticker,10/10/2015,Sweden,KaggleMart,120
Mug,10/10/2015,Sweden,KaggleRama,441
Mug,10/11/2015,Finland,KaggleMart,218
Hat,10/11/2015,Finland,KaggleMart,262
Sticker,10/11/2015,Finland,KaggleMart,111
Sticker,10/11/2015,Finland,KaggleRama,179
Hat,10/11/2015,Norway,KaggleMart,491
Mug,10/11/2015,Norway,KaggleRama,614
Hat,10/11/2015,Norway,KaggleRama,871
Mug,10/11/2015,Sweden,KaggleMart,248
Hat,10/11/2015,Sweden,KaggleMart,342
Sticker,10/11/2015,Sweden,KaggleMart,122
Mug,10/11/2015,Sweden,KaggleRama,456
Hat,10/11/2015,Sweden,KaggleRama,579
Mug,10/12/2015,Finland,KaggleMart,185
Hat,10/12/2015,Finland,KaggleMart,218
Sticker,10/12/2015,Finland,KaggleMart,83
Mug,10/12/2015,Finland,KaggleRama,290
Sticker,10/12/2015,Finland,KaggleRama,146
Mug,10/12/2015,Norway,KaggleMart,309
Hat,10/12/2015,Norway,KaggleMart,397
Sticker,10/12/2015,Norway,KaggleMart,146
Mug,10/12/2015,Norway,KaggleRama,485
Hat,10/12/2015,Norway,KaggleRama,706
Sticker,10/12/2015,Norway,KaggleRama,244
Mug,10/12/2015,Sweden,KaggleMart,194
Hat,10/12/2015,Sweden,KaggleMart,270
Sticker,10/12/2015,Sweden,KaggleMart,106
Mug,10/12/2015,Sweden,KaggleRama,325
Hat,10/12/2015,Sweden,KaggleRama,518
Sticker,10/12/2015,Sweden,KaggleRama,184
Mug,10/13/2015,Finland,KaggleMart,183
Sticker,10/13/2015,Finland,KaggleMart,78
Mug,10/13/2015,Finland,KaggleRama,283
Hat,10/13/2015,Finland,KaggleRama,409
Sticker,10/13/2015,Finland,KaggleRama,148
Mug,10/13/2015,Norway,KaggleMart,314
Hat,10/13/2015,Norway,KaggleMart,397
Sticker,10/13/2015,Norway,KaggleMart,141
Mug,10/13/2015,Norway,KaggleRama,481
Hat,10/13/2015,Norway,KaggleRama,686
Sticker,10/13/2015,Norway,KaggleRama,247
Mug,10/13/2015,Sweden,KaggleMart,197
Hat,10/13/2015,Sweden,KaggleMart,276
Sticker,10/13/2015,Sweden,KaggleMart,105
Mug,10/13/2015,Sweden,KaggleRama,361
Sticker,10/13/2015,Sweden,KaggleRama,170
Mug,10/14/2015,Finland,KaggleMart,165
Hat,10/14/2015,Finland,KaggleMart,239
Sticker,10/14/2015,Finland,KaggleMart,78
Mug,10/14/2015,Finland,KaggleRama,297
Hat,10/14/2015,Finland,KaggleRama,386
Sticker,10/14/2015,Finland,KaggleRama,137
Mug,10/14/2015,Norway,KaggleMart,298
Hat,10/14/2015,Norway,KaggleMart,415
Sticker,10/14/2015,Norway,KaggleMart,153
Mug,10/14/2015,Norway,KaggleRama,501
Hat,10/14/2015,Norway,KaggleRama,699
Sticker,10/14/2015,Norway,KaggleRama,229
Mug,10/14/2015,Sweden,KaggleMart,206
Hat,10/14/2015,Sweden,KaggleMart,282
Sticker,10/14/2015,Sweden,KaggleMart,95
Mug,10/14/2015,Sweden,KaggleRama,338
Hat,10/14/2015,Sweden,KaggleRama,487
Sticker,10/14/2015,Sweden,KaggleRama,176
Mug,10/15/2015,Finland,KaggleMart,178
Hat,10/15/2015,Finland,KaggleMart,236
Sticker,10/15/2015,Finland,KaggleMart,82
Mug,10/15/2015,Finland,KaggleRama,292
Hat,10/15/2015,Finland,KaggleRama,409
Sticker,10/15/2015,Finland,KaggleRama,135
Mug,10/15/2015,Norway,KaggleMart,290
Hat,10/15/2015,Norway,KaggleMart,424
Sticker,10/15/2015,Norway,KaggleMart,131
Mug,10/15/2015,Norway,KaggleRama,489
Hat,10/15/2015,Norway,KaggleRama,636
Sticker,10/15/2015,Norway,KaggleRama,243
Mug,10/15/2015,Sweden,KaggleMart,201
Hat,10/15/2015,Sweden,KaggleMart,270
Sticker,10/15/2015,Sweden,KaggleMart,97
Mug,10/15/2015,Sweden,KaggleRama,351
Sticker,10/15/2015,Sweden,KaggleRama,178
Mug,10/16/2015,Finland,KaggleMart,174
Hat,10/16/2015,Finland,KaggleMart,251
Sticker,10/16/2015,Finland,KaggleMart,86
Mug,10/16/2015,Finland,KaggleRama,301
Hat,10/16/2015,Finland,KaggleRama,403
Sticker,10/16/2015,Finland,KaggleRama,153
Mug,10/16/2015,Norway,KaggleMart,298
Hat,10/16/2015,Norway,KaggleMart,443
Sticker,10/16/2015,Norway,KaggleMart,161
Mug,10/16/2015,Norway,KaggleRama,515
Hat,10/16/2015,Norway,KaggleRama,700
Sticker,10/16/2015,Norway,KaggleRama,263
Mug,10/16/2015,Sweden,KaggleMart,205
Hat,10/16/2015,Sweden,KaggleMart,281
Sticker,10/16/2015,Sweden,KaggleMart,102
Mug,10/16/2015,Sweden,KaggleRama,385
Hat,10/16/2015,Sweden,KaggleRama,482
Sticker,10/16/2015,Sweden,KaggleRama,175
Hat,10/17/2015,Finland,KaggleMart,289
Sticker,10/17/2015,Finland,KaggleMart,102
Mug,10/17/2015,Finland,KaggleRama,373
Hat,10/17/2015,Finland,KaggleRama,485
Sticker,10/17/2015,Finland,KaggleRama,183
Mug,10/17/2015,Norway,KaggleMart,372
Hat,10/17/2015,Norway,KaggleMart,495
Sticker,10/17/2015,Norway,KaggleMart,189
Mug,10/17/2015,Norway,KaggleRama,646
Hat,10/17/2015,Norway,KaggleRama,828
Sticker,10/17/2015,Norway,KaggleRama,314
Mug,10/17/2015,Sweden,KaggleMart,269
Hat,10/17/2015,Sweden,KaggleMart,348
Sticker,10/17/2015,Sweden,KaggleMart,121
Mug,10/17/2015,Sweden,KaggleRama,454
Hat,10/17/2015,Sweden,KaggleRama,581
Sticker,10/17/2015,Sweden,KaggleRama,219
Mug,10/18/2015,Finland,KaggleMart,196
Sticker,10/18/2015,Finland,KaggleMart,111
Mug,10/18/2015,Finland,KaggleRama,369
Hat,10/18/2015,Finland,KaggleRama,518
Sticker,10/18/2015,Finland,KaggleRama,186
Mug,10/18/2015,Norway,KaggleMart,349
Hat,10/18/2015,Norway,KaggleMart,483
Mug,10/18/2015,Norway,KaggleRama,624
Hat,10/18/2015,Norway,KaggleRama,862
Sticker,10/18/2015,Norway,KaggleRama,324
Mug,10/18/2015,Sweden,KaggleMart,245
Hat,10/18/2015,Sweden,KaggleMart,371
Sticker,10/18/2015,Sweden,KaggleMart,121
Mug,10/18/2015,Sweden,KaggleRama,430
Hat,10/18/2015,Sweden,KaggleRama,595
Sticker,10/18/2015,Sweden,KaggleRama,198
Mug,10/19/2015,Finland,KaggleMart,173
Hat,10/19/2015,Finland,KaggleMart,224
Sticker,10/19/2015,Finland,KaggleMart,82
Mug,10/19/2015,Finland,KaggleRama,276
Hat,10/19/2015,Finland,KaggleRama,372
Mug,10/19/2015,Norway,KaggleMart,293
Hat,10/19/2015,Norway,KaggleMart,403
Mug,10/19/2015,Norway,KaggleRama,542
Hat,10/19/2015,Norway,KaggleRama,741
Sticker,10/19/2015,Norway,KaggleRama,265
Mug,10/19/2015,Sweden,KaggleMart,205
Hat,10/19/2015,Sweden,KaggleMart,275
Sticker,10/19/2015,Sweden,KaggleMart,106
Mug,10/19/2015,Sweden,KaggleRama,344
Hat,10/20/2015,Finland,KaggleMart,235
Sticker,10/20/2015,Finland,KaggleMart,83
Mug,10/20/2015,Finland,KaggleRama,334
Hat,10/20/2015,Finland,KaggleRama,419
Mug,10/20/2015,Norway,KaggleMart,295
Hat,10/20/2015,Norway,KaggleMart,419
Sticker,10/20/2015,Norway,KaggleMart,138
Mug,10/20/2015,Norway,KaggleRama,486
Hat,10/20/2015,Norway,KaggleRama,683
Sticker,10/20/2015,Norway,KaggleRama,234
Hat,10/20/2015,Sweden,KaggleMart,280
Sticker,10/20/2015,Sweden,KaggleMart,104
Mug,10/20/2015,Sweden,KaggleRama,353
Hat,10/20/2015,Sweden,KaggleRama,479
Sticker,10/20/2015,Sweden,KaggleRama,192
Mug,10/21/2015,Finland,KaggleMart,178
Hat,10/21/2015,Finland,KaggleMart,222
Sticker,10/21/2015,Finland,KaggleMart,88
Mug,10/21/2015,Finland,KaggleRama,317
Hat,10/21/2015,Finland,KaggleRama,415
Sticker,10/21/2015,Finland,KaggleRama,157
Mug,10/21/2015,Norway,KaggleMart,289
Hat,10/21/2015,Norway,KaggleMart,436
Sticker,10/21/2015,Norway,KaggleMart,155
Mug,10/21/2015,Norway,KaggleRama,535
Hat,10/21/2015,Norway,KaggleRama,716
Sticker,10/21/2015,Norway,KaggleRama,273
Mug,10/21/2015,Sweden,KaggleMart,196
Sticker,10/21/2015,Sweden,KaggleMart,98
Mug,10/21/2015,Sweden,KaggleRama,384
Hat,10/21/2015,Sweden,KaggleRama,550
Sticker,10/21/2015,Sweden,KaggleRama,177
Mug,10/22/2015,Finland,KaggleMart,186
Hat,10/22/2015,Finland,KaggleMart,239
Sticker,10/22/2015,Finland,KaggleMart,82
Mug,10/22/2015,Finland,KaggleRama,294
Sticker,10/22/2015,Finland,KaggleRama,150
Mug,10/22/2015,Norway,KaggleMart,282
Hat,10/22/2015,Norway,KaggleMart,390
Sticker,10/22/2015,Norway,KaggleMart,143
Mug,10/22/2015,Norway,KaggleRama,533
Sticker,10/22/2015,Norway,KaggleRama,253
Mug,10/22/2015,Sweden,KaggleMart,201
Hat,10/22/2015,Sweden,KaggleMart,278
Mug,10/22/2015,Sweden,KaggleRama,375
Hat,10/22/2015,Sweden,KaggleRama,529
Sticker,10/22/2015,Sweden,KaggleRama,169
Mug,10/23/2015,Finland,KaggleMart,181
Hat,10/23/2015,Finland,KaggleMart,236
Sticker,10/23/2015,Finland,KaggleMart,87
Mug,10/23/2015,Finland,KaggleRama,306
Hat,10/23/2015,Finland,KaggleRama,400
Sticker,10/23/2015,Finland,KaggleRama,160
Mug,10/23/2015,Norway,KaggleMart,291
Hat,10/23/2015,Norway,KaggleMart,412
Sticker,10/23/2015,Norway,KaggleMart,160
Mug,10/23/2015,Norway,KaggleRama,593
Hat,10/23/2015,Norway,KaggleRama,787
Sticker,10/23/2015,Norway,KaggleRama,276
Mug,10/23/2015,Sweden,KaggleMart,221
Hat,10/23/2015,Sweden,KaggleMart,300
Sticker,10/23/2015,Sweden,KaggleMart,105
Mug,10/23/2015,Sweden,KaggleRama,400
Hat,10/23/2015,Sweden,KaggleRama,529
