row_id,date,country,store,product,num sold
3797,7/30/2015,Sweden,KaggleRama,Sticker,185
3798,7/31/2015,Finland,KaggleMart,Mug,151
3799,7/31/2015,Finland,KaggleMart,Hat,264
3800,7/31/2015,Finland,KaggleMart,Sticker,86
3801,7/31/2015,Finland,KaggleRama,Mug,266
3802,7/31/2015,Finland,KaggleRama,Hat,489
3803,7/31/2015,Finland,KaggleRama,Sticker,158
3804,7/31/2015,Norway,KaggleMart,Mug,267
3805,7/31/2015,Norway,KaggleMart,Hat,498
3806,7/31/2015,Norway,KaggleMart,Sticker,142
3807,7/31/2015,Norway,KaggleRama,Mug,439
3808,7/31/2015,Norway,KaggleRama,Hat,834
3809,7/31/2015,Norway,KaggleRama,Sticker,264
3810,7/31/2015,Sweden,KaggleMart,Mug,185
3811,7/31/2015,Sweden,KaggleMart,Hat,341
3812,7/31/2015,Sweden,KaggleMart,Sticker,100
3813,7/31/2015,Sweden,KaggleRama,Mug,307
3814,7/31/2015,Sweden,KaggleRama,Hat,555
3815,7/31/2015,Sweden,KaggleRama,Sticker,191
3816,8/1/2015,Finland,KaggleMart,Mug,180
3817,8/1/2015,Finland,KaggleMart,Hat,338
3818,8/1/2015,Finland,KaggleMart,Sticker,118
3819,8/1/2015,Finland,KaggleRama,Mug,294
3820,8/1/2015,Finland,KaggleRama,Hat,572
3821,8/1/2015,Finland,KaggleRama,Sticker,185
3822,8/1/2015,Norway,KaggleMart,Mug,318
3823,8/1/2015,Norway,KaggleMart,Hat,546
3824,8/1/2015,Norway,KaggleMart,Sticker,193
3825,8/1/2015,Norway,KaggleRama,Mug,545
3826,8/1/2015,Norway,KaggleRama,Hat,1019
3827,8/1/2015,Norway,KaggleRama,Sticker,304
3828,8/1/2015,Sweden,KaggleMart,Mug,216
3829,8/1/2015,Sweden,KaggleMart,Hat,414
3830,8/1/2015,Sweden,KaggleMart,Sticker,125
3831,8/1/2015,Sweden,KaggleRama,Mug,340
3832,8/1/2015,Sweden,KaggleRama,Hat,735
3833,8/1/2015,Sweden,KaggleRama,Sticker,212
3834,8/2/2015,Finland,KaggleMart,Mug,183
3835,8/2/2015,Finland,KaggleMart,Hat,328
3836,8/2/2015,Finland,KaggleMart,Sticker,96
3837,8/2/2015,Finland,KaggleRama,Mug,300
3838,8/2/2015,Finland,KaggleRama,Hat,512
3839,8/2/2015,Finland,KaggleRama,Sticker,176
3840,8/2/2015,Norway,KaggleMart,Mug,295
3841,8/2/2015,Norway,KaggleMart,Hat,585
3842,8/2/2015,Norway,KaggleMart,Sticker,174
3843,8/2/2015,Norway,KaggleRama,Mug,469
3844,8/2/2015,Norway,KaggleRama,Hat,973
3845,8/2/2015,Norway,KaggleRama,Sticker,327
3846,8/2/2015,Sweden,KaggleMart,Mug,205
3847,8/2/2015,Sweden,KaggleMart,Hat,388
3848,8/2/2015,Sweden,KaggleMart,Sticker,132
3849,8/2/2015,Sweden,KaggleRama,Mug,350
3850,8/2/2015,Sweden,KaggleRama,Hat,670
3851,8/2/2015,Sweden,KaggleRama,Sticker,199
3852,8/3/2015,Finland,KaggleMart,Mug,128
3853,8/3/2015,Finland,KaggleMart,Hat,263
3854,8/3/2015,Finland,KaggleMart,Sticker,89
3855,8/3/2015,Finland,KaggleRama,Mug,251
3856,8/3/2015,Finland,KaggleRama,Hat,501
3857,8/3/2015,Finland,KaggleRama,Sticker,149
3858,8/3/2015,Norway,KaggleMart,Mug,276
3859,8/3/2015,Norway,KaggleMart,Hat,410
3860,8/3/2015,Norway,KaggleMart,Sticker,143
3861,8/3/2015,Norway,KaggleRama,Mug,429
3862,8/3/2015,Norway,KaggleRama,Hat,779
3863,8/3/2015,Norway,KaggleRama,Sticker,254
3864,8/3/2015,Sweden,KaggleMart,Mug,170
3865,8/3/2015,Sweden,KaggleMart,Hat,308
3866,8/3/2015,Sweden,KaggleMart,Sticker,96
3867,8/3/2015,Sweden,KaggleRama,Mug,297
3868,8/3/2015,Sweden,KaggleRama,Hat,476
3869,8/3/2015,Sweden,KaggleRama,Sticker,184
3870,8/4/2015,Finland,KaggleMart,Mug,161
3871,8/4/2015,Finland,KaggleMart,Hat,269
3872,8/4/2015,Finland,KaggleMart,Sticker,81
3873,8/4/2015,Finland,KaggleRama,Mug,267
3874,8/4/2015,Finland,KaggleRama,Hat,443
3875,8/4/2015,Finland,KaggleRama,Sticker,151
3876,8/4/2015,Norway,KaggleMart,Mug,249
3877,8/4/2015,Norway,KaggleMart,Hat,444
3878,8/4/2015,Norway,KaggleMart,Sticker,157
3879,8/4/2015,Norway,KaggleRama,Mug,445
3880,8/4/2015,Norway,KaggleRama,Hat,748
3881,8/4/2015,Norway,KaggleRama,Sticker,233
3882,8/4/2015,Sweden,KaggleMart,Mug,188
3883,8/4/2015,Sweden,KaggleMart,Hat,279
3884,8/4/2015,Sweden,KaggleMart,Sticker,102
3885,8/4/2015,Sweden,KaggleRama,Mug,293
3886,8/4/2015,Sweden,KaggleRama,Hat,566
3887,8/4/2015,Sweden,KaggleRama,Sticker,165
3888,8/5/2015,Finland,KaggleMart,Mug,137
3889,8/5/2015,Finland,KaggleMart,Hat,261
3890,8/5/2015,Finland,KaggleMart,Sticker,85
3891,8/5/2015,Finland,KaggleRama,Mug,260
3892,8/5/2015,Finland,KaggleRama,Hat,439
3893,8/5/2015,Finland,KaggleRama,Sticker,142
3894,8/5/2015,Norway,KaggleMart,Mug,263
3895,8/5/2015,Norway,KaggleMart,Hat,442
3896,8/5/2015,Norway,KaggleMart,Sticker,144
3897,8/5/2015,Norway,KaggleRama,Mug,492
3898,8/5/2015,Norway,KaggleRama,Hat,705
3899,8/5/2015,Norway,KaggleRama,Sticker,254
3900,8/5/2015,Sweden,KaggleMart,Mug,179
3901,8/5/2015,Sweden,KaggleMart,Hat,327
3902,8/5/2015,Sweden,KaggleMart,Sticker,93
3903,8/5/2015,Sweden,KaggleRama,Mug,254
3904,8/5/2015,Sweden,KaggleRama,Hat,480
3905,8/5/2015,Sweden,KaggleRama,Sticker,166
3906,8/6/2015,Finland,KaggleMart,Mug,131
3907,8/6/2015,Finland,KaggleMart,Hat,243
3908,8/6/2015,Finland,KaggleMart,Sticker,88
3909,8/6/2015,Finland,KaggleRama,Mug,261
3910,8/6/2015,Finland,KaggleRama,Hat,442
3911,8/6/2015,Finland,KaggleRama,Sticker,136
3912,8/6/2015,Norway,KaggleMart,Mug,237
3913,8/6/2015,Norway,KaggleMart,Hat,457
3914,8/6/2015,Norway,KaggleMart,Sticker,142
3915,8/6/2015,Norway,KaggleRama,Mug,458
3916,8/6/2015,Norway,KaggleRama,Hat,698
3917,8/6/2015,Norway,KaggleRama,Sticker,247
3918,8/6/2015,Sweden,KaggleMart,Mug,156
3919,8/6/2015,Sweden,KaggleMart,Hat,308
3920,8/6/2015,Sweden,KaggleMart,Sticker,99
3921,8/6/2015,Sweden,KaggleRama,Mug,299
3922,8/6/2015,Sweden,KaggleRama,Hat,538
3923,8/6/2015,Sweden,KaggleRama,Sticker,170
3924,8/7/2015,Finland,KaggleMart,Mug,136
3925,8/7/2015,Finland,KaggleMart,Hat,275
3926,8/7/2015,Finland,KaggleMart,Sticker,89
3927,8/7/2015,Finland,KaggleRama,Mug,254
3928,8/7/2015,Finland,KaggleRama,Hat,454
3929,8/7/2015,Finland,KaggleRama,Sticker,154
3930,8/7/2015,Norway,KaggleMart,Mug,255
3931,8/7/2015,Norway,KaggleMart,Hat,447
3932,8/7/2015,Norway,KaggleMart,Sticker,151
3933,8/7/2015,Norway,KaggleRama,Mug,427
3934,8/7/2015,Norway,KaggleRama,Hat,797
3935,8/7/2015,Norway,KaggleRama,Sticker,264
3936,8/7/2015,Sweden,KaggleMart,Mug,173
3937,8/7/2015,Sweden,KaggleMart,Hat,314
3938,8/7/2015,Sweden,KaggleMart,Sticker,108
3939,8/7/2015,Sweden,KaggleRama,Mug,321
3940,8/7/2015,Sweden,KaggleRama,Hat,625
3941,8/7/2015,Sweden,KaggleRama,Sticker,189
3942,8/8/2015,Finland,KaggleMart,Mug,166
3943,8/8/2015,Finland,KaggleMart,Hat,323
3944,8/8/2015,Finland,KaggleMart,Sticker,98
3945,8/8/2015,Finland,KaggleRama,Mug,315
3946,8/8/2015,Finland,KaggleRama,Hat,535
3947,8/8/2015,Finland,KaggleRama,Sticker,173
3948,8/8/2015,Norway,KaggleMart,Mug,293
3949,8/8/2015,Norway,KaggleMart,Hat,553
3950,8/8/2015,Norway,KaggleMart,Sticker,172
3951,8/8/2015,Norway,KaggleRama,Mug,553
3952,8/8/2015,Norway,KaggleRama,Hat,936
3953,8/8/2015,Norway,KaggleRama,Sticker,345
3954,8/8/2015,Sweden,KaggleMart,Mug,209
3955,8/8/2015,Sweden,KaggleMart,Hat,388
3956,8/8/2015,Sweden,KaggleMart,Sticker,124
3957,8/8/2015,Sweden,KaggleRama,Mug,385
3958,8/8/2015,Sweden,KaggleRama,Hat,719
3959,8/8/2015,Sweden,KaggleRama,Sticker,209
3960,8/9/2015,Finland,KaggleMart,Mug,184
3961,8/9/2015,Finland,KaggleMart,Hat,321
3962,8/9/2015,Finland,KaggleMart,Sticker,105
3963,8/9/2015,Finland,KaggleRama,Mug,326
3964,8/9/2015,Finland,KaggleRama,Hat,552
3965,8/9/2015,Finland,KaggleRama,Sticker,180
3966,8/9/2015,Norway,KaggleMart,Mug,306
3967,8/9/2015,Norway,KaggleMart,Hat,556
3968,8/9/2015,Norway,KaggleMart,Sticker,169
3969,8/9/2015,Norway,KaggleRama,Mug,582
3970,8/9/2015,Norway,KaggleRama,Hat,1010
3971,8/9/2015,Norway,KaggleRama,Sticker,282
3972,8/9/2015,Sweden,KaggleMart,Mug,236
3973,8/9/2015,Sweden,KaggleMart,Hat,360
3974,8/9/2015,Sweden,KaggleMart,Sticker,126
3975,8/9/2015,Sweden,KaggleRama,Mug,390
3976,8/9/2015,Sweden,KaggleRama,Hat,648
3977,8/9/2015,Sweden,KaggleRama,Sticker,228
3978,8/10/2015,Finland,KaggleMart,Mug,160
3979,8/10/2015,Finland,KaggleMart,Hat,249
3980,8/10/2015,Finland,KaggleMart,Sticker,76
3981,8/10/2015,Finland,KaggleRama,Mug,236
3982,8/10/2015,Finland,KaggleRama,Hat,437
3983,8/10/2015,Finland,KaggleRama,Sticker,147
3984,8/10/2015,Norway,KaggleMart,Mug,239
3985,8/10/2015,Norway,KaggleMart,Hat,421
3986,8/10/2015,Norway,KaggleMart,Sticker,136
3987,8/10/2015,Norway,KaggleRama,Mug,473
3988,8/10/2015,Norway,KaggleRama,Hat,747
3989,8/10/2015,Norway,KaggleRama,Sticker,257
3990,8/10/2015,Sweden,KaggleMart,Mug,173
3991,8/10/2015,Sweden,KaggleMart,Hat,319
3992,8/10/2015,Sweden,KaggleMart,Sticker,94
3993,8/10/2015,Sweden,KaggleRama,Mug,274
3994,8/10/2015,Sweden,KaggleRama,Hat,504
3995,8/10/2015,Sweden,KaggleRama,Sticker,172
3996,8/11/2015,Finland,KaggleMart,Mug,134
3997,8/11/2015,Finland,KaggleMart,Hat,255
3998,8/11/2015,Finland,KaggleMart,Sticker,86
3999,8/11/2015,Finland,KaggleRama,Mug,237
4000,8/11/2015,Finland,KaggleRama,Hat,430
4001,8/11/2015,Finland,KaggleRama,Sticker,137
4002,8/11/2015,Norway,KaggleMart,Mug,225
4003,8/11/2015,Norway,KaggleMart,Hat,453
4004,8/11/2015,Norway,KaggleMart,Sticker,158
4005,8/11/2015,Norway,KaggleRama,Mug,444
4006,8/11/2015,Norway,KaggleRama,Hat,702
4007,8/11/2015,Norway,KaggleRama,Sticker,248
4008,8/11/2015,Sweden,KaggleMart,Mug,181
4009,8/11/2015,Sweden,KaggleMart,Hat,303
4010,8/11/2015,Sweden,KaggleMart,Sticker,97
4011,8/11/2015,Sweden,KaggleRama,Mug,307
4012,8/11/2015,Sweden,KaggleRama,Hat,541
4013,8/11/2015,Sweden,KaggleRama,Sticker,173
4014,8/12/2015,Finland,KaggleMart,Mug,140
4015,8/12/2015,Finland,KaggleMart,Hat,257
4016,8/12/2015,Finland,KaggleMart,Sticker,79
4017,8/12/2015,Finland,KaggleRama,Mug,247
4018,8/12/2015,Finland,KaggleRama,Hat,399
4019,8/12/2015,Finland,KaggleRama,Sticker,144
4020,8/12/2015,Norway,KaggleMart,Mug,264
4021,8/12/2015,Norway,KaggleMart,Hat,414
4022,8/12/2015,Norway,KaggleMart,Sticker,158
4023,8/12/2015,Norway,KaggleRama,Mug,416
4024,8/12/2015,Norway,KaggleRama,Hat,793
4025,8/12/2015,Norway,KaggleRama,Sticker,254
4026,8/12/2015,Sweden,KaggleMart,Mug,162
4027,8/12/2015,Sweden,KaggleMart,Hat,304
4028,8/12/2015,Sweden,KaggleMart,Sticker,94
4029,8/12/2015,Sweden,KaggleRama,Mug,325
4030,8/12/2015,Sweden,KaggleRama,Hat,508
4031,8/12/2015,Sweden,KaggleRama,Sticker,165
4032,8/13/2015,Finland,KaggleMart,Mug,149
4033,8/13/2015,Finland,KaggleMart,Hat,259
4034,8/13/2015,Finland,KaggleMart,Sticker,88
4035,8/13/2015,Finland,KaggleRama,Mug,252
4036,8/13/2015,Finland,KaggleRama,Hat,441
4037,8/13/2015,Finland,KaggleRama,Sticker,139
4038,8/13/2015,Norway,KaggleMart,Mug,268
4039,8/13/2015,Norway,KaggleMart,Hat,416
4040,8/13/2015,Norway,KaggleMart,Sticker,144
4041,8/13/2015,Norway,KaggleRama,Mug,432
4042,8/13/2015,Norway,KaggleRama,Hat,685
4043,8/13/2015,Norway,KaggleRama,Sticker,269
4044,8/13/2015,Sweden,KaggleMart,Mug,176
4045,8/13/2015,Sweden,KaggleMart,Hat,321
4046,8/13/2015,Sweden,KaggleMart,Sticker,105
4047,8/13/2015,Sweden,KaggleRama,Mug,307
4048,8/13/2015,Sweden,KaggleRama,Hat,530
4049,8/13/2015,Sweden,KaggleRama,Sticker,164
4050,8/14/2015,Finland,KaggleMart,Mug,158
4051,8/14/2015,Finland,KaggleMart,Hat,265
4052,8/14/2015,Finland,KaggleMart,Sticker,90
4053,8/14/2015,Finland,KaggleRama,Mug,268
4054,8/14/2015,Finland,KaggleRama,Hat,448
4055,8/14/2015,Finland,KaggleRama,Sticker,140
4056,8/14/2015,Norway,KaggleMart,Mug,267
4057,8/14/2015,Norway,KaggleMart,Hat,479
4058,8/14/2015,Norway,KaggleMart,Sticker,134
4059,8/14/2015,Norway,KaggleRama,Mug,486
4060,8/14/2015,Norway,KaggleRama,Hat,783
4061,8/14/2015,Norway,KaggleRama,Sticker,266
4062,8/14/2015,Sweden,KaggleMart,Mug,176
4063,8/14/2015,Sweden,KaggleMart,Hat,300
4064,8/14/2015,Sweden,KaggleMart,Sticker,98
4065,8/14/2015,Sweden,KaggleRama,Mug,319
4066,8/14/2015,Sweden,KaggleRama,Hat,630
4067,8/14/2015,Sweden,KaggleRama,Sticker,177
4068,8/15/2015,Finland,KaggleMart,Mug,182
4069,8/15/2015,Finland,KaggleMart,Hat,318
4070,8/15/2015,Finland,KaggleMart,Sticker,109
4071,8/15/2015,Finland,KaggleRama,Mug,315
4072,8/15/2015,Finland,KaggleRama,Hat,541
4073,8/15/2015,Finland,KaggleRama,Sticker,182
4074,8/15/2015,Norway,KaggleMart,Mug,295
4075,8/15/2015,Norway,KaggleMart,Hat,534
4076,8/15/2015,Norway,KaggleMart,Sticker,198
4077,8/15/2015,Norway,KaggleRama,Mug,523
4078,8/15/2015,Norway,KaggleRama,Hat,925
4079,8/15/2015,Norway,KaggleRama,Sticker,322
4080,8/15/2015,Sweden,KaggleMart,Mug,221
4081,8/15/2015,Sweden,KaggleMart,Hat,349
4082,8/15/2015,Sweden,KaggleMart,Sticker,129
4083,8/15/2015,Sweden,KaggleRama,Mug,402
4084,8/15/2015,Sweden,KaggleRama,Hat,676
4085,8/15/2015,Sweden,KaggleRama,Sticker,215
4086,8/16/2015,Finland,KaggleMart,Mug,188
4087,8/16/2015,Finland,KaggleMart,Hat,289
4088,8/16/2015,Finland,KaggleMart,Sticker,102
4089,8/16/2015,Finland,KaggleRama,Mug,314
4090,8/16/2015,Finland,KaggleRama,Hat,583
4091,8/16/2015,Finland,KaggleRama,Sticker,173
4092,8/16/2015,Norway,KaggleMart,Mug,307
4093,8/16/2015,Norway,KaggleMart,Hat,524
4094,8/16/2015,Norway,KaggleMart,Sticker,178
4095,8/16/2015,Norway,KaggleRama,Mug,532
4096,8/16/2015,Norway,KaggleRama,Hat,932
4097,8/16/2015,Norway,KaggleRama,Sticker,316
4098,8/16/2015,Sweden,KaggleMart,Mug,218
4099,8/16/2015,Sweden,KaggleMart,Hat,357
4100,8/16/2015,Sweden,KaggleMart,Sticker,123
4101,8/16/2015,Sweden,KaggleRama,Mug,374
4102,8/16/2015,Sweden,KaggleRama,Hat,689
4103,8/16/2015,Sweden,KaggleRama,Sticker,207
4104,8/17/2015,Finland,KaggleMart,Mug,155
4105,8/17/2015,Finland,KaggleMart,Hat,243
4106,8/17/2015,Finland,KaggleMart,Sticker,83
4107,8/17/2015,Finland,KaggleRama,Mug,251
4108,8/17/2015,Finland,KaggleRama,Hat,384
4109,8/17/2015,Finland,KaggleRama,Sticker,142
4110,8/17/2015,Norway,KaggleMart,Mug,251
4111,8/17/2015,Norway,KaggleMart,Hat,422
4112,8/17/2015,Norway,KaggleMart,Sticker,143
4113,8/17/2015,Norway,KaggleRama,Mug,437
4114,8/17/2015,Norway,KaggleRama,Hat,661
4115,8/17/2015,Norway,KaggleRama,Sticker,239
4116,8/17/2015,Sweden,KaggleMart,Mug,181
4117,8/17/2015,Sweden,KaggleMart,Hat,294
4118,8/17/2015,Sweden,KaggleMart,Sticker,97
4119,8/17/2015,Sweden,KaggleRama,Mug,310
4120,8/17/2015,Sweden,KaggleRama,Hat,549
4121,8/17/2015,Sweden,KaggleRama,Sticker,166
4122,8/18/2015,Finland,KaggleMart,Mug,142
4123,8/18/2015,Finland,KaggleMart,Hat,227
4124,8/18/2015,Finland,KaggleMart,Sticker,92
4125,8/18/2015,Finland,KaggleRama,Mug,259
4126,8/18/2015,Finland,KaggleRama,Hat,413
4127,8/18/2015,Finland,KaggleRama,Sticker,131
4128,8/18/2015,Norway,KaggleMart,Mug,254
4129,8/18/2015,Norway,KaggleMart,Hat,420
4130,8/18/2015,Norway,KaggleMart,Sticker,145
4131,8/18/2015,Norway,KaggleRama,Mug,435
4132,8/18/2015,Norway,KaggleRama,Hat,742
4133,8/18/2015,Norway,KaggleRama,Sticker,268
4134,8/18/2015,Sweden,KaggleMart,Mug,163
4135,8/18/2015,Sweden,KaggleMart,Hat,303
4136,8/18/2015,Sweden,KaggleMart,Sticker,109
4137,8/18/2015,Sweden,KaggleRama,Mug,296
4138,8/18/2015,Sweden,KaggleRama,Hat,515
4139,8/18/2015,Sweden,KaggleRama,Sticker,174
4140,8/19/2015,Finland,KaggleMart,Mug,149
4141,8/19/2015,Finland,KaggleMart,Hat,269
4142,8/19/2015,Finland,KaggleMart,Sticker,87
4143,8/19/2015,Finland,KaggleRama,Mug,258
4144,8/19/2015,Finland,KaggleRama,Hat,451
4145,8/19/2015,Finland,KaggleRama,Sticker,147
4146,8/19/2015,Norway,KaggleMart,Mug,269
4147,8/19/2015,Norway,KaggleMart,Hat,415
4148,8/19/2015,Norway,KaggleMart,Sticker,149
4149,8/19/2015,Norway,KaggleRama,Mug,404
4150,8/19/2015,Norway,KaggleRama,Hat,803
4151,8/19/2015,Norway,KaggleRama,Sticker,235
4152,8/19/2015,Sweden,KaggleMart,Mug,184
4153,8/19/2015,Sweden,KaggleMart,Hat,285
4154,8/19/2015,Sweden,KaggleMart,Sticker,103
4155,8/19/2015,Sweden,KaggleRama,Mug,313
4156,8/19/2015,Sweden,KaggleRama,Hat,571
4157,8/19/2015,Sweden,KaggleRama,Sticker,173
4158,8/20/2015,Finland,KaggleMart,Mug,143
4159,8/20/2015,Finland,KaggleMart,Hat,246
4160,8/20/2015,Finland,KaggleMart,Sticker,74
4161,8/20/2015,Finland,KaggleRama,Mug,276
4162,8/20/2015,Finland,KaggleRama,Hat,440
4163,8/20/2015,Finland,KaggleRama,Sticker,147
4164,8/20/2015,Norway,KaggleMart,Mug,267
4165,8/20/2015,Norway,KaggleMart,Hat,428
4166,8/20/2015,Norway,KaggleMart,Sticker,139
4167,8/20/2015,Norway,KaggleRama,Mug,447
4168,8/20/2015,Norway,KaggleRama,Hat,709
4169,8/20/2015,Norway,KaggleRama,Sticker,268
4170,8/20/2015,Sweden,KaggleMart,Mug,189
4171,8/20/2015,Sweden,KaggleMart,Hat,313
4172,8/20/2015,Sweden,KaggleMart,Sticker,103
4173,8/20/2015,Sweden,KaggleRama,Mug,306
4174,8/20/2015,Sweden,KaggleRama,Hat,484
4175,8/20/2015,Sweden,KaggleRama,Sticker,176
4176,8/21/2015,Finland,KaggleMart,Mug,148
4177,8/21/2015,Finland,KaggleMart,Hat,243
4178,8/21/2015,Finland,KaggleMart,Sticker,88
4179,8/21/2015,Finland,KaggleRama,Mug,279
4180,8/21/2015,Finland,KaggleRama,Hat,406
4181,8/21/2015,Finland,KaggleRama,Sticker,152
4182,8/21/2015,Norway,KaggleMart,Mug,275
4183,8/21/2015,Norway,KaggleMart,Hat,449
4184,8/21/2015,Norway,KaggleMart,Sticker,159
4185,8/21/2015,Norway,KaggleRama,Mug,412
4186,8/21/2015,Norway,KaggleRama,Hat,736
4187,8/21/2015,Norway,KaggleRama,Sticker,282
4188,8/21/2015,Sweden,KaggleMart,Mug,190
4189,8/21/2015,Sweden,KaggleMart,Hat,283
4190,8/21/2015,Sweden,KaggleMart,Sticker,100
4191,8/21/2015,Sweden,KaggleRama,Mug,330
4192,8/21/2015,Sweden,KaggleRama,Hat,528
4193,8/21/2015,Sweden,KaggleRama,Sticker,181
4194,8/22/2015,Finland,KaggleMart,Mug,175
4195,8/22/2015,Finland,KaggleMart,Hat,288
4196,8/22/2015,Finland,KaggleMart,Sticker,94
4197,8/22/2015,Finland,KaggleRama,Mug,329
4198,8/22/2015,Finland,KaggleRama,Hat,537
4199,8/22/2015,Finland,KaggleRama,Sticker,174
4200,8/22/2015,Norway,KaggleMart,Mug,327
4201,8/22/2015,Norway,KaggleMart,Hat,502
4202,8/22/2015,Norway,KaggleMart,Sticker,184
4203,8/22/2015,Norway,KaggleRama,Mug,586
4204,8/22/2015,Norway,KaggleRama,Hat,877
4205,8/22/2015,Norway,KaggleRama,Sticker,309
4206,8/22/2015,Sweden,KaggleMart,Mug,224
4207,8/22/2015,Sweden,KaggleMart,Hat,366
4208,8/22/2015,Sweden,KaggleMart,Sticker,139
4209,8/22/2015,Sweden,KaggleRama,Mug,406
4210,8/22/2015,Sweden,KaggleRama,Hat,644
4211,8/22/2015,Sweden,KaggleRama,Sticker,226
4212,8/23/2015,Finland,KaggleMart,Mug,173
4213,8/23/2015,Finland,KaggleMart,Hat,300
4214,8/23/2015,Finland,KaggleMart,Sticker,96
4215,8/23/2015,Finland,KaggleRama,Mug,335
4216,8/23/2015,Finland,KaggleRama,Hat,523
4217,8/23/2015,Finland,KaggleRama,Sticker,185
4218,8/23/2015,Norway,KaggleMart,Mug,347
4219,8/23/2015,Norway,KaggleMart,Hat,482
4220,8/23/2015,Norway,KaggleMart,Sticker,168
4221,8/23/2015,Norway,KaggleRama,Mug,593
4222,8/23/2015,Norway,KaggleRama,Hat,838
4223,8/23/2015,Norway,KaggleRama,Sticker,311
4224,8/23/2015,Sweden,KaggleMart,Mug,240
4225,8/23/2015,Sweden,KaggleMart,Hat,367
4226,8/23/2015,Sweden,KaggleMart,Sticker,123
4227,8/23/2015,Sweden,KaggleRama,Mug,410
4228,8/23/2015,Sweden,KaggleRama,Hat,619
4229,8/23/2015,Sweden,KaggleRama,Sticker,214
4230,8/24/2015,Finland,KaggleMart,Mug,143
4231,8/24/2015,Finland,KaggleMart,Hat,272
4232,8/24/2015,Finland,KaggleMart,Sticker,87
4233,8/24/2015,Finland,KaggleRama,Mug,261
4234,8/24/2015,Finland,KaggleRama,Hat,428
4235,8/24/2015,Finland,KaggleRama,Sticker,138
4236,8/24/2015,Norway,KaggleMart,Mug,277
4237,8/24/2015,Norway,KaggleMart,Hat,443
4238,8/24/2015,Norway,KaggleMart,Sticker,132
4239,8/24/2015,Norway,KaggleRama,Mug,452
4240,8/24/2015,Norway,KaggleRama,Hat,733
4241,8/24/2015,Norway,KaggleRama,Sticker,265
4242,8/24/2015,Sweden,KaggleMart,Mug,181
4243,8/24/2015,Sweden,KaggleMart,Hat,282
4244,8/24/2015,Sweden,KaggleMart,Sticker,97
4245,8/24/2015,Sweden,KaggleRama,Mug,310
4246,8/24/2015,Sweden,KaggleRama,Hat,520
4247,8/24/2015,Sweden,KaggleRama,Sticker,161
4248,8/25/2015,Finland,KaggleMart,Mug,165
4249,8/25/2015,Finland,KaggleMart,Hat,223
4250,8/25/2015,Finland,KaggleMart,Sticker,76
4251,8/25/2015,Finland,KaggleRama,Mug,253
4252,8/25/2015,Finland,KaggleRama,Hat,428
4253,8/25/2015,Finland,KaggleRama,Sticker,153
4254,8/25/2015,Norway,KaggleMart,Mug,251
4255,8/25/2015,Norway,KaggleMart,Hat,424
4256,8/25/2015,Norway,KaggleMart,Sticker,132
4257,8/25/2015,Norway,KaggleRama,Mug,460
4258,8/25/2015,Norway,KaggleRama,Hat,685
4259,8/25/2015,Norway,KaggleRama,Sticker,252
4260,8/25/2015,Sweden,KaggleMart,Mug,185
4261,8/25/2015,Sweden,KaggleMart,Hat,296
4262,8/25/2015,Sweden,KaggleMart,Sticker,105
4263,8/25/2015,Sweden,KaggleRama,Mug,324
4264,8/25/2015,Sweden,KaggleRama,Hat,548
4265,8/25/2015,Sweden,KaggleRama,Sticker,176
4266,8/26/2015,Finland,KaggleMart,Mug,159
4267,8/26/2015,Finland,KaggleMart,Hat,245
4268,8/26/2015,Finland,KaggleMart,Sticker,85
4269,8/26/2015,Finland,KaggleRama,Mug,232
4270,8/26/2015,Finland,KaggleRama,Hat,418
4271,8/26/2015,Finland,KaggleRama,Sticker,143
4272,8/26/2015,Norway,KaggleMart,Mug,270
4273,8/26/2015,Norway,KaggleMart,Hat,399
4274,8/26/2015,Norway,KaggleMart,Sticker,150
4275,8/26/2015,Norway,KaggleRama,Mug,490
4276,8/26/2015,Norway,KaggleRama,Hat,724
4277,8/26/2015,Norway,KaggleRama,Sticker,266
4278,8/26/2015,Sweden,KaggleMart,Mug,178
4279,8/26/2015,Sweden,KaggleMart,Hat,284
4280,8/26/2015,Sweden,KaggleMart,Sticker,92
4281,8/26/2015,Sweden,KaggleRama,Mug,324
4282,8/26/2015,Sweden,KaggleRama,Hat,524
4283,8/26/2015,Sweden,KaggleRama,Sticker,179
4284,8/27/2015,Finland,KaggleMart,Mug,143
4285,8/27/2015,Finland,KaggleMart,Hat,232
4286,8/27/2015,Finland,KaggleMart,Sticker,88
4287,8/27/2015,Finland,KaggleRama,Mug,263
4288,8/27/2015,Finland,KaggleRama,Hat,427
4289,8/27/2015,Finland,KaggleRama,Sticker,147
4290,8/27/2015,Norway,KaggleMart,Mug,266
4291,8/27/2015,Norway,KaggleMart,Hat,471
4292,8/27/2015,Norway,KaggleMart,Sticker,135
4293,8/27/2015,Norway,KaggleRama,Mug,435
4294,8/27/2015,Norway,KaggleRama,Hat,749
4295,8/27/2015,Norway,KaggleRama,Sticker,237
4296,8/27/2015,Sweden,KaggleMart,Mug,172
4297,8/27/2015,Sweden,KaggleMart,Hat,278
4298,8/27/2015,Sweden,KaggleMart,Sticker,89
4299,8/27/2015,Sweden,KaggleRama,Mug,318
4300,8/27/2015,Sweden,KaggleRama,Hat,494
4301,8/27/2015,Sweden,KaggleRama,Sticker,166
